attr1,attr2,attr3,outlier
0.2518711549069719,0.21231486771950836,0.07663198401448988,no
0.18765529058094918,0.15415582066369443,0.03934345980687046,no
0.23633980057340834,0.19520552574196837,0.08263485965136365,no
0.2714786874933941,0.23510529307194683,0.09773590867509684,no
0.2426187007559715,0.19611531341868405,0.0737049822513534,no
0.18810693768198858,0.1490045932846923,0.062408643429416696,no
0.19168226150108272,0.16011899120032402,0.09114400505356558,no
0.1856089976436294,0.14708336663825944,0.04563114281082521,no
0.23348609628278258,0.18901744787368835,0.020748392282415817,no
0.2834397661086008,0.22402393065321985,0.04067167891576008,no
0.25391618452472253,0.2159044573588757,0.0627581775701121,no
0.2831521227398216,0.22445849214707386,0.11829870624498927,no
0.3460975742679946,0.2925400674948316,0.1757318887083934,no
0.4405800954288822,0.37806516220736647,0.20615923677809816,no
0.1562305010637099,0.1313895344296731,0.07500860274234637,no
0.2572164878156503,0.21108360580795632,0.10607417071962545,no
0.18921965299034524,0.1544480713902981,0.05989201886791563,no
0.22104562413386888,0.17023465851339825,0.07124531703811794,no
0.24115652743811536,0.19449777346487096,0.10823867908248348,no
0.2033443424040058,0.16117236204543361,0.0691662503540966,no
0.12703493212189132,0.11721794767285758,0.0709747534927607,no
0.17391411702976214,0.17462095378522235,0.10635638540300592,no
0.21203286933849155,0.19659816357888976,0.1472981603309969,no
0.0821629290200897,0.07902466322253406,0.044877707864869346,no
0.27187861097764854,0.2677089714459834,0.1549878476717783,no
0.22061415908070017,0.20780023723397845,0.10211411201085326,no
0.22791632222655558,0.2553651576434096,0.15074616400891,no
0.21274153466383736,0.2184848086567332,0.12622247892152139,no
0.18364574725782248,0.21322569313322232,0.11191923267485741,no
0.24883567239195156,0.23956285845208936,0.1418645328398111,no
0.27720066049246495,0.2831328460217732,0.16229411003308192,no
0.30782823840865725,0.29218451481133334,0.18474320187840787,no
0.3820148627890495,0.3690141869807247,0.21529577444569875,no
0.3399394453652237,0.330794797447922,0.19027074508634512,no
0.2819666940706914,0.3074337314711277,0.17728371084782635,no
0.1732535096234352,0.19103870923789928,0.08427871674928979,no
0.13422377964442794,0.15246585292511255,0.07038219775814998,no
0.2126451961916134,0.22502474194453265,0.12072035782732833,no
0.1601981839822614,0.21084980209781817,0.08613440885645453,no
0.1732906688224007,0.19505304619508668,0.09479996534091932,no
0.10878062189556692,0.1424840641143329,0.06820874782425093,no
0.13683732377844013,0.1584028036545697,0.06727242773275385,no
0.18997384959557154,0.20292785865150176,0.09866387161196079,no
0.2107363047900532,0.22405027039984432,0.11626613254265551,no
0.2789347633475744,0.3037922758408819,0.1380175693317226,no
0.329584366929802,0.3329281083341524,0.1757005799275586,no
0.30789429863153595,0.3181640519727057,0.16430232950983503,no
0.21000412825911982,0.2624761904543382,0.12313530455960568,no
0.20017203306007905,0.21151377647491315,0.09858337622108564,no
0.12856317084016539,0.14290823259392782,0.05392668401593552,no
0.25892925920918286,0.2744332673158777,0.10043483396573123,no
0.21771813876204807,0.23534891095811888,0.10070316079010912,no
0.1504376527302878,0.16528927852268638,0.06734868876110986,no
0.12099229340891077,0.12317892279603852,0.044864292851869575,no
0.22143132491789227,0.22120585414661764,0.10081049151986028,no
0.25614368097958373,0.2594044472213846,0.12258735042267148,no
0.1960404603151301,0.20769488867699815,0.0934046605412779,no
0.2089265063115808,0.24860066641279827,0.11455448845428808,no
0.1847178654811731,0.19718635708131704,0.10338642903388791,no
0.18837874813583996,0.18270092006700922,0.0888430992139775,no
0.2160363342305767,0.20962720190060852,0.09500615276250689,no
0.2092719517281865,0.20477146361341564,0.09243868397351752,no
0.2544577447718167,0.22073178564020635,0.10389625265664411,no
0.2433113105322031,0.2211545669939644,0.09492989173415088,no
0.24326589315818534,0.21643882933588,0.10228628639750038,no
0.16515827173036768,0.1349516370754832,0.05312876435558472,no
0.2054335260762051,0.1478984334363992,0.06406944860317228,no
0.16348472019640933,0.1346355914045423,0.08146410888714754,no
0.18997522682100346,0.14954519689844503,0.06945858606708676,no
0.179435729616186,0.12823565874585136,0.04695724208201704,no
0.28745802323023084,0.24417186042735656,0.047789057894026696,no
0.27908340014343647,0.23205815307094224,0.07604248849670604,no
0.23740847573317916,0.1889164901436053,0.055248548924608204,no
0.3650426614216675,0.3065382687367952,0.17454677723917195,no
0.38687035388987956,0.32804464317449816,0.16895427349105718,no
0.19305945586775855,0.15894479439415932,0.07212632477304443,no
0.20806909028451023,0.16397519059734772,0.06684027836348552,no
0.1654995854706776,0.13587205243060324,0.06615392910828147,no
0.21042251484822463,0.17140227429397586,0.08895042994372863,no
0.11479493429148735,0.09815861443942513,0.0492648527716668,no
0.07654004894410663,0.0733947522755956,0.031048269251604907,no
0.01744150905469287,0.01775124749545566,0.007513161708333528,no
0.12806771140226575,0.13687008947024226,0.08468544400481397,no
0.09264657093182649,0.08909863332436117,0.05752932958825842,no
0.1729768788805721,0.16666158401510395,0.10258144856075428,no
0.24194879966674873,0.23285658478855692,0.1578201102223159,no
0.22736718723958596,0.22123218867848332,0.12289380776122737,no
0.19213769338329026,0.22638988757313805,0.1285309131070187,no
0.21317712621576254,0.23685498022813778,0.13828024856844945,no
0.21646733330521586,0.24415869316142375,0.13942722952349285,no
0.2657018998866254,0.2708119041512317,0.17378875196797577,no
0.20341246846503244,0.21576723098144096,0.12024443035623102,no
0.14726569028148861,0.153552259267127,0.08548677453183638,no
0.349201074115718,0.3445580477328148,0.21321976797850428,no
0.3126832738860361,0.2970305536471856,0.17769961875383117,no
0.2168029155096118,0.22861098892351855,0.1109935011460964,no
0.1333340195298643,0.16300210617849625,0.06695255538119817,no
0.09433972980680227,0.0946206561267909,0.04881317326862136,no
0.1531623327436082,0.16881025758071566,0.08868433984033013,no
0.23783856356091596,0.2780241293563886,0.14394265914470333,no
0.2541003754823926,0.2863354692707197,0.17747824713139077,no
0.18211819715226438,0.19307337253218843,0.1271535020752122,no
0.17148430822996888,0.1829920131171625,0.09053426747656228,no
0.1341540485462438,0.16234009255070453,0.07643521100994609,no
0.20903660668304544,0.21468081942466777,0.10159758353803537,no
0.28305119696785075,0.26951583843225496,0.141216314098785,no
0.3389784578436421,0.34246655399728365,0.18163508415758317,no
0.2638852152809934,0.2871042133665698,0.12707194410904993,no
0.2592299758644867,0.2662489902141088,0.13000671329753521,no
0.1927848857855041,0.215791370099858,0.083961782418403,no
0.15928984167944543,0.17144178130653315,0.08582724490533271,no
0.2711431104665374,0.27508511216403814,0.12826034956166144,no
0.21116994440969336,0.20379259602707134,0.08723313826771022,no
0.25162262266944335,0.24401383759188616,0.11327710826001032,no
0.2825289023441858,0.2507254250946207,0.1320482338837865,no
0.2048178700653663,0.2131598515887993,0.10545925840097393,no
0.2890235350533332,0.2798309963426602,0.1394220547818446,no
0.21258417889193268,0.23314975852746556,0.12801438463420078,no
0.24456027796261307,0.2679605626983381,0.13247802964879385,no
0.1919938768764399,0.19594631873072937,0.09682583419319142,no
0.16641779098570333,0.1807124595355577,0.10639393150077599,no
0.19087737160937582,0.1928268656696493,0.11560731461314051,no
0.24817976101369507,0.24239629763807302,0.13052324177035313,no
0.23535576782476866,0.20306832339414216,0.08000172370963078,no
0.22053467867616908,0.21226785145430027,0.09449562252718476,no
0.2660854209266381,0.22542419246748535,0.08474887974945454,no
0.23199995095834855,0.18083317598667825,0.0660800216841864,no
0.19376135414934673,0.14202871137720197,0.043091215973277766,no
0.22303514017612722,0.1679411293782489,0.09537463262057148,no
0.17443641683096636,0.1367453367958219,0.05774823072315628,no
0.1899803888276035,0.1375941326537849,0.038015240697980845,no
0.29226075520643247,0.24722477838109524,0.07353280255182983,no
0.3119364138538814,0.2574853012637071,0.07783462797594866,no
0.2677393547645005,0.223130663332336,0.08590491915882058,no
0.35393579393675567,0.2965959921533316,0.1629662260923151,no
0.47178158285720073,0.4084159709205025,0.24721751777344453,no
0.3414234109456472,0.2879771535577087,0.14791307264964842,no
0.1665616126700929,0.14478857031672526,0.06662114346202447,no
0.20695499257318242,0.1760390031417044,0.08783122470669032,no
0.14975857704157128,0.12064616660161427,0.05791393402630493,no
0.03170588847644726,0.028784326462589674,0.013984314274237408,no
0.16317299609272862,0.1471291105023239,0.10826715610017805,no
0.1267233219240734,0.1264161981171133,0.08401097965419625,no
0.12252477253180413,0.11920270572557155,0.08011823508986256,no
0.04879656229620882,0.049933072742797915,0.028176579845039018,no
0.21558044154737885,0.20642411975288882,0.13721353455059443,no
0.1694859593058051,0.17237952009033797,0.10279116904517151,no
0.21229654070069273,0.1892830146795877,0.11153462823681089,no
0.23024360021722054,0.2620811359730414,0.15901063551262518,no
0.20565648126999816,0.2244730465388436,0.1277222826877738,no
0.2146325324898611,0.2515462698454946,0.14218652502906454,no
0.26572804645967485,0.2596581139477359,0.16384052366430346,no
0.25014863420709244,0.26362116375227007,0.15207508441748913,no
0.2468744826667533,0.2529158010862384,0.14256218789607,no
0.3501073505803861,0.3470822569375899,0.20970327069758393,no
0.2936292305970657,0.2986634562803801,0.16440401265193522,no
0.24875722231772482,0.27124647085984444,0.15133648302254138,no
0.1335672987368575,0.13824239496265983,0.06834008744261437,no
0.11999862525978691,0.12813031018887105,0.07451443616644578,no
0.1919350393207698,0.2295810748560685,0.13223159187533046,no
0.24967794929434958,0.2826338248945742,0.15840478164829624,no
0.1940269722662937,0.23392670543888494,0.1189494007864343,no
0.12823561899909613,0.15257120148209286,0.08669648461895442,no
0.1653757231999723,0.16638712083071688,0.07855911305820713,no
0.19175199259926687,0.2117771478673639,0.09442430247391383,no
0.24360583485060258,0.2735114648349207,0.10797482570006435,no
0.268232862270115,0.2850041726413896,0.13206918255557187,no
0.35008532532855396,0.34167204899303427,0.17897417249784525,no
0.2726919868561333,0.29558339550716406,0.1288916255397345,no
0.22624277587013644,0.2618177645805907,0.1135023635951251,no
0.23743462748376779,0.24654220817417194,0.11554164746039701,no
0.21576382998647017,0.21788598747590154,0.0950315695633746,no
0.23463666458035995,0.23548059926172366,0.11527332063601912,no
0.198890721542176,0.19349915758700675,0.09565861117892853,no
0.2851279907887021,0.2651930797814708,0.14724520157868726,no
0.1963019519333206,0.17645901024378874,0.0851938544024383,no
0.20953344334637694,0.19868757662566555,0.10963845201120719,no
0.25453344039517956,0.25189419855164874,0.12721387760302588,no
0.21609689072926705,0.24688458837697846,0.10132030982974004,no
0.18187448520374747,0.20785568576414237,0.08051648830747203,no
0.19371318232446513,0.20421838108188972,0.09418281098841196,no
0.16254335037092357,0.16947966052170615,0.10454023703515104,no
0.18811725651764946,0.17614296457284784,0.10324238101509063,no
0.2803192942873217,0.2455940711613493,0.1103361017545897,no
0.17883429630557826,0.15836537733076772,0.04518628504112303,no
0.2570850508050696,0.25059674570683504,0.10235266547568626,no
0.2511106520589784,0.22275974796945636,0.08908459601235579,no
0.26073355396346687,0.21688655809566687,0.08927242213298207,no
0.23441783588532347,0.17928679141649034,0.051333798426078436,no
0.22734104066653651,0.17166564568642662,0.05159929880019258,no
0.21472336723789662,0.16883232122513625,0.07230567685575602,no
0.25960913741647806,0.20258547844869518,0.1070893445231791,no
0.24802504578679144,0.20614099485415943,0.08108844602014208,no
0.33452518387693986,0.28512892531580997,0.06315431095002376,no
0.3349188011184272,0.2751180329362496,0.09608793409793313,no
0.36844205763568316,0.3040889121796239,0.16652379722095867,no
0.4058959517783879,0.3552661846505202,0.2515961939552037,no
0.20566336221961853,0.1724557598637788,0.1064453601446722,no
0.08637076691771556,0.0769571990954855,0.042744508282846094,no
0.21259289786797528,0.18382787115857924,0.08633777514065484,no
0.12067850346708217,0.1073766236047183,0.057770826386636734,no
0.18861409318098096,0.16595047864810758,0.12453060404637066,no
0.20132121895468527,0.1635676624130366,0.07423763530415319,no
0.19264106927865374,0.17493145616757444,0.12104235001658177,no
0.10294797381817825,0.10403457856488839,0.056036581321912415,no
0.21003027483216927,0.21388412422172853,0.12777736127778122,no
0.22540599751438764,0.21625446675378512,0.13867144097327605,no
0.2011230382860489,0.19872361582363068,0.13280637603826423,no
0.21701210880416413,0.19542177135927652,0.11935189367943934,no
0.21965535648066833,0.23619169941396123,0.14518284920393215,no
0.20516102183209853,0.2309311967646135,0.11199549370321342,no
0.2078860435630073,0.23713325540119684,0.14373164231843583,no
0.20889278499865585,0.20577227490472844,0.12430029085288923,no
0.2575041260068903,0.2738157303657657,0.15780740182188208,no
0.2588943936600908,0.2500494411280433,0.1448138964998648,no
0.3069405441322415,0.3038692091772412,0.2037358213207825,no
0.31824433414375974,0.33662409469701576,0.19356445751969314,no
0.25251834730918576,0.24374827078598676,0.14260019621408998,no
0.10842279180515246,0.10646313866402386,0.06436602399155802,no
0.28607647455307295,0.30176246227226317,0.1868741700523282,no
0.1853062203277169,0.21784347676228394,0.11266607434115673,no
0.24628612782020945,0.2678004591741124,0.15487133629154648,no
0.1690065605945588,0.18368197785204332,0.08856135737659983,no
0.12001169854631161,0.14413672546856487,0.06647356769327396,no
0.1529314610923512,0.15433371173013682,0.07405969113369702,no
0.15541552014806767,0.15483180463027196,0.07289329161528166,no
0.31100536804159573,0.3135198138723263,0.14520744250895234,no
0.3464306350107914,0.3261234165280653,0.18607283421242937,no
0.33394474031032084,0.32769140584390066,0.18328305873474693,no
0.2708567304173274,0.30505853921340076,0.14375624093633244,no
0.29911620026858377,0.31846900585171023,0.16311380717394203,no
0.1712597479990183,0.1695828136652378,0.0961617246387466,no
0.30214904741614235,0.29229610021982083,0.15505775449991738,no
0.20105457050743394,0.19208353309335985,0.09340689726225725,no
0.28121054553318003,0.25693002331873255,0.13263855289741783,no
0.2959496276381103,0.2878589819088754,0.16109299618003653,no
0.2481557941846563,0.24782833977766272,0.11613420319500771,no
0.22885987179605197,0.2363606993166747,0.11473219354530463,no
0.24912468780862337,0.26299738995065086,0.13772099925621328,no
0.23571531685820332,0.2805895768736378,0.1273748736976526,no
0.23166184729235353,0.2709110158567048,0.1306138635037144,no
0.20719091232517664,0.2327634804852045,0.1129612365044106,no
0.1787623854633835,0.1872309080171618,0.1088289980961148,no
0.18227085171855936,0.18946471773470208,0.09747829260961303,no
0.26829066949548086,0.2434344205284945,0.08937304801267155,no
0.23729734503141023,0.21658807051755607,0.08162510498177426,no
0.27885012093644335,0.27301521795939565,0.12171246312139876,no
0.19573320960533344,0.19012799854887863,0.07134370088395162,no
0.254603746200217,0.225158625661586,0.10659070450531975,no
0.2515999139824344,0.19813311218306157,0.06052117500829089,no
0.22802091887383177,0.17793608545496142,0.05294540636404073,no
0.24376548427238068,0.18784082620468856,0.05772492844710993,no
0.2814742168953812,0.21168716198976506,0.06221834682124787,no
0.22766136466285783,0.18080903165350237,0.0867904003357058,no
0.30183113097555725,0.24437978850440217,0.06049787273224452,no
0.34322116646789924,0.2966925590565175,0.11647855728117844,no
0.31419338603950897,0.26086523674087086,0.12872768611156243,no
0.3071903396893392,0.25910919279372063,0.1697147692497959,no
0.334783693232541,0.28293138946038004,0.15755496049804651,no
0.2433378040003801,0.1963567358914075,0.07481182973780261,no
0.19030965961169308,0.163322308012189,0.0755277238988648,no
0.17051667274803164,0.15994999651236935,0.09884275616154604,no
0.2268943225828324,0.18394754465794272,0.09825243714791469,no
0.2434021452802386,0.19790439286273903,0.0825416505471782,no
0.19510998403215837,0.17892592489378994,0.10941931710974616,no
0.1027229527862373,0.10714929141023265,0.06527480213161316,no
0.16195935501240108,0.17416987193553657,0.0882170032904291,no
0.2464059774980211,0.2272107271092531,0.11441243807703054,no
0.2689037988671813,0.24463137454199818,0.16102308935189746,no
0.1603054159969994,0.14570597675602626,0.08329767286395819,no
0.15059317047577017,0.1877049817383319,0.08057862771026232,no
0.20320396378319602,0.2467542924139694,0.13809383567295502,no
0.17561794681306567,0.20672041191755108,0.1070893445231791,no
0.20992567818489313,0.219888997184364,0.12394028503273931,no
0.2413790270084573,0.2520688512528854,0.13334020854963274,no
0.2366501526291964,0.22020504285530484,0.1183054164079274,no
0.1018331926716737,0.0942038821751535,0.05331659578908747,no
0.32662950387794065,0.32073400504154537,0.20341877010661413,no
0.21994082010543684,0.20429739510700434,0.1312924453335697,no
0.29558216214721167,0.2911670684394955,0.1792749822487501,no
0.2659372397542271,0.2652152581505845,0.15447590952420076,no
0.18822185316492565,0.20945947961379746,0.11784925815004678,no
0.1706771246883885,0.18198149715975032,0.08755795690722738,no
0.1550385331625477,0.16097275672340933,0.07607073174783748,no
0.13947976893636557,0.17456273621814344,0.047842723258902264,no
0.18031378849211763,0.18821924560546022,0.09055756975260863,no
0.15114230546273982,0.14422232051926648,0.07641955927596696,no
0.34550921942145085,0.3280820694983001,0.17478826872467385,no
0.30157720891970297,0.27869157154807583,0.15987916861368096,no
0.3478626491627044,0.3347717132960663,0.1984547211991851,no
0.24970272381950628,0.2832076986693771,0.15197340658826536,no
0.14115331529278471,0.1381120989996507,0.08283257303503651,no
0.21078860311369133,0.21712359495625194,0.12573807741250936,no
0.22034682202073289,0.240142275515481,0.11910474929341004,no
0.26266859193807646,0.2821500569368223,0.1527854478741819,no
0.3205367465853326,0.31446575547170036,0.17685438792882174,no
0.3239223757225683,0.32709650616167557,0.18807045981357007,no
0.19690338524392834,0.21520098118398218,0.11870790930093243,no
0.21970547506029584,0.23550693379358928,0.09801988723345388,no
0.23129644763960286,0.24827630320159488,0.1161813974763848,no
0.24734516757949618,0.29297462898868554,0.13435137644435396,no
0.22086705080625005,0.26589170623069386,0.12004530374742627,no
0.18380264222873674,0.20861669115795511,0.10183013345249621,no
0.1213845282474269,0.136558205176812,0.07582923494945916,no
0.19061932305476512,0.19400787816554632,0.0793725675692555,no
0.2531764384314529,0.23234647708418055,0.09386081879915849,no
0.21847646704357013,0.18620376219398332,0.08151777425202313,no
0.27452518263433046,0.288023241595853,0.12947629696571483,no
0.18351499885995762,0.19860856781530978,0.07963948116850152,no
0.22749793563745077,0.2071681458920967,0.08742096970121292,no
0.27343517601298273,0.23537663261582148,0.07588996643999406,no
0.20950729159578832,0.17356191971207185,0.08988957648548944,no
0.259611891867342,0.20234151117368449,0.09777698252282015,no
0.24734516757949618,0.18804736194113847,0.04024906615969358,no
0.342946601563184,0.2777780866073814,0.14261585326094556,no
0.3187943855551709,0.27227916518637046,0.12795107108571824,no
0.3512620401991807,0.30163955562245276,0.12045203100295045,no
0.23244012981002063,0.19918798487870137,0.0681282524333758,no
0.2554748153982046,0.20620891708733774,0.0997089356583409,no
0.2814437108343104,0.21264627606983072,0.08666965459295488,no
0.30866501158686677,0.25678736316264356,0.13016547267118256,no
0.0857555717078671,0.07222205210520231,0.02848080577549196,no
0.22794246879960503,0.2031385557654623,0.14095222163692628,no
0.23461051282977133,0.1827272545988749,0.09077505766237466,no
0.24759702379720253,0.20239141641525965,0.11991820380445838,no
0.20072116804704868,0.16302705358452507,0.08304723449453884,no
0.07034682150297897,0.07736195824288163,0.04566503364960764,no
0.12243049472018883,0.14243138983584275,0.06579380640485001,no
0.16738095307375644,0.16302705358452507,0.0678062549312459,no
0.27799339352208874,0.2459309080755671,0.14096634326249197,no
0.11981557853828398,0.11080045692133657,0.05879046831927266,no
0.16363726085684152,0.21014204982072077,0.09879356423862921,no
0.14561932082842324,0.19490819584030789,0.10015803310343864,no
0.18079984551879788,0.21236315117110133,0.11190358094087823,no
0.22334675037394516,0.2525119649511473,0.13266315151531444,no
0.2274153590644675,0.25057802993755474,0.13140613557641417,no
0.2018695514230762,0.17624611771637955,0.09867058177489889,no
0.24049545923079804,0.23422472890346385,0.14930214013235454,no
0.39595536124503994,0.3711235829831657,0.24376622011214139,no
0.3797755511896934,0.3527512159983126,0.255572611010521,no
0.374793557273157,0.3395262644037895,0.20292024697203637,no
0.31450500141486615,0.2977306819469389,0.12958856867055107,no
0.18139909390785572,0.19128683267566188,0.08659362733116203,no
0.1790235353639856,0.17882935277584533,0.09358684438712962,no
0.16536310553689873,0.1730351769271704,0.08509322852274882,no
0.16931817079237668,0.18691705775966955,0.08816781136751227,no
0.12275185940189295,0.11954577949129654,0.053367434703699326,no
0.15798031775034513,0.15022060724155617,0.07353280255182983,no
0.3041019789662883,0.29072938851988794,0.15991624186544828,no
0.29919694399268404,0.28202668617348003,0.17432858271683999,no
0.3144330905726713,0.3296469403883819,0.1796427554942488,no
0.1861085887578248,0.20984344751791661,0.11726176558667915,no
0.19544556623655432,0.20200606138530358,0.11512573955439219,no
0.3047971153816582,0.31175741834897563,0.1699516757229339,no
0.263090421590761,0.28378780929568714,0.13755788332388874,no
0.2567850227624816,0.28182083878518976,0.1396977930688501,no
0.2048418420719443,0.2303492401136934,0.09345608918517408,no
0.2647254315227827,0.28081448420528826,0.12704864183300363,no
0.12832931692631905,0.1757391284377567,0.07869810321863778,no
0.16773614261916983,0.21130088394750396,0.08750370181306745,no
0.19010528142861313,0.2271802311998768,0.09738508350542761,no
0.2128957942672898,0.25531248336491946,0.13915666597813564,no
0.1347873651433542,0.19916233869499533,0.07252175154039017,no
0.10685211797545005,0.13380377480118422,0.07215539152002336,no
0.09867831610229297,0.10818868670179772,0.06952355192014077,no
0.16455821564519185,0.1589080616332758,0.07927935846507007,no
0.1964283408431641,0.19611531341868405,0.08629846516790814,no
0.2684584580089091,0.2572680179094007,0.11374832852258572,no
0.2746263413955661,0.2807687403412238,0.1287263950825886,no
0.1927848857855041,0.21101117802318753,0.09232464308082826,no
0.17046873391241488,0.16564760545785834,0.09448915144368626,no
0.23195706022346904,0.2068015014166622,0.11691223144598377,no
0.2776390013177148,0.2257380427249776,0.0939972162758886,no
0.29749380799963565,0.2392565174472479,0.10458542836211189,no
0.33976947193024554,0.2714878933325679,0.09808026276126756,no
0.35046013257006325,0.29155022805600295,0.10905036971855524,no
0.36645953644890794,0.3198108154347515,0.17006429807761486,no
0.3243327371258856,0.2874943033975029,0.10105645644732088,no
0.3043177114928727,0.27431255607951593,0.08376500941385921,no
0.21706028062904573,0.1790580720961678,0.08037455481349608,no
0.22102165212729089,0.16724100107849554,0.05970948968509557,no
0.17547848461669738,0.13711128249357918,0.07198321713337621,no
0.08076382848498379,0.06950239374115473,0.04339414024900401,no
0.23406138302034094,0.19823984786587873,0.11601122073127741,no
0.27895735812872047,0.22197182399079401,0.1297853416750948,no
0.26370355096246156,0.20147238818597646,0.12213190409023324,no
0.17317735319908187,0.1365077263117705,0.0715158805834752,no
0.11180635510424028,0.10332971004939921,0.05907644983204591,no
0.11157422531095343,0.11137548315783098,0.07739447741476836,no
0.1557031583393076,0.1520795748828515,0.09345608918517408,no
0.17734310288040692,0.16737060869334497,0.08731857994654683,no
0.18971671746540233,0.16410248807405525,0.0770009314056808,no
0.15992189495698672,0.21504295834851173,0.10415563259710452,no
0.10242774503266111,0.15065136196149692,0.06564763854835491,no
0.16006571664137628,0.21984729475835807,0.1102556010508381,no
0.16421254241686062,0.22457920338343562,0.0959403530163062,no
0.17954582998765065,0.20625258026264692,0.10069398013962848,no
0.24844343237589625,0.23867836757024108,0.1320728325016831,no
0.23606729632930176,0.23401888672993237,0.1338528533097762,no
0.3115806496016148,0.3024384514535994,0.1931217195876887,no
0.3775703026208507,0.3639774339865771,0.23680536909941918,no
0.3816061116004289,0.35363813174299596,0.21953463697117975,no
0.33636572140574783,0.30253502357154405,0.16537669406975725,no
0.20146205837648543,0.20364774567229255,0.0862492732449913,no
0.17386870483328362,0.16737060869334497,0.09626658488095523,no
0.1629181576124329,0.184213111463842,0.09065207519864434,no
0.12171357121979087,0.129337432982006,0.0626856833711489,no
0.04944880279915995,0.046767875817653334,0.020418282017968817,no
0.2251684779027752,0.20217505607325825,0.1124447027187163,no
0.25973334658231106,0.2552159112469748,0.13008050383834868,no
0.2995829864942957,0.2817750949211253,0.17581991775805417,no
0.32447655881027515,0.3081360603990884,0.17585487117212367,no
0.19112716716647352,0.2035537131418763,0.10088039834799935,no
0.32064134323260884,0.3287536678527392,0.17255891670491985,no
0.30486902104631375,0.3118298461337445,0.13895989297359185,no
0.27360445565770575,0.2777496713867604,0.11772780579472993,no
0.26932138293770735,0.2809758549158988,0.14164092980926773,no
0.22020667121164864,0.26313462154284434,0.09146376052183967,no
0.24492361695475515,0.27328967592902387,0.15372953539102774,no
0.1890215810500325,0.19889169271403917,0.14075544863238248,no
0.1303188381461166,0.19266295015675144,0.08184647129133825,no
0.15299958715337786,0.20542920113900343,0.0882506656755248,no
0.1641885704102826,0.19855369812337098,0.11898741441733075,no
0.12811106293813565,0.15193217972578543,0.0938664663868095,no
0.1140671172485753,0.13414176939185235,0.0766565773195101,no
0.11375550187321815,0.10997522655832427,0.06664574207992112,no
0.10129232103729555,0.10641739479995933,0.05902984527995318,no
0.17598185533452168,0.19104541020293836,0.08083800765072273,no
0.2597812854179279,0.2763163740755901,0.10580360717426822,no
0.26295416946870775,0.2825069915313986,0.11150615121911629,no
0.21605984543616433,0.23220820254022995,0.10189274038841285,no
0.1917541723432775,0.18445453393656547,0.12707971153439873,no
0.24789842906522233,0.2272717189280058,0.07163627567638138,no
0.2643356042400028,0.22489305885568667,0.04869018549201462,no
0.2623183314099984,0.21890065959606558,0.07454903361779412,no
0.2920450278573874,0.2449795379122976,0.10486893938734258,no
0.26040451099110284,0.2146325359730748,0.07832915051457044,no
0.34027662742923803,0.2920445141822248,0.1669418196517849,no
0.34020093698341425,0.28437993472623846,0.0899633670263029,no
0.35638074703876077,0.30610809806983835,0.11738863176308388,no
0.2037758022796353,0.18081919521837486,0.080211444194048,no
0.21119391641627136,0.17286618223921574,0.08334687009975143,no
0.04289991983408928,0.02987073801936288,0.007367817347685955,no
0.17296036253046762,0.14646582968814742,0.07834727273609211,no
0.2330306644005751,0.18790689719849807,0.11827411293996908,no
0.2284044399138445,0.17730838493997686,0.1203648254491372,no
0.13528695108001035,0.10824713893302197,0.04800795371604813,no
